frame,x_0,y_0,v_0,x_1,y_1,v_1,x_2,y_2,v_2,x_3,y_3,v_3,x_4,y_4,v_4,x_5,y_5,v_5,x_6,y_6,v_6,x_7,y_7,v_7,x_8,y_8,v_8,x_9,y_9,v_9,x_10,y_10,v_10,x_11,y_11,v_11,x_12,y_12,v_12,x_13,y_13,v_13,x_14,y_14,v_14,x_15,y_15,v_15,x_16,y_16,v_16,x_17,y_17,v_17,x_18,y_18,v_18,x_19,y_19,v_19,x_20,y_20,v_20,x_21,y_21,v_21,x_22,y_22,v_22,x_23,y_23,v_23,x_24,y_24,v_24,x_25,y_25,v_25,x_26,y_26,v_26,x_27,y_27,v_27,x_28,y_28,v_28,x_29,y_29,v_29,x_30,y_30,v_30,x_31,y_31,v_31,x_32,y_32,v_32
148,0.6112149357795715,0.3069154918193817,0.9959556460380554,0.6069979071617126,0.2987116277217865,0.9963930249214172,0.6077238321304321,0.2942269444465637,0.9965571165084839,0.6075500845909119,0.2920502722263336,0.9966157078742981,0.6076616644859314,0.30230647325515747,0.9956885576248169,0.6077700853347778,0.30257532000541687,0.9957775473594666,0.6078832149505615,0.30288973450660706,0.9963068962097168,0.6108511090278625,0.2832103669643402,0.9972551465034485,0.6109451055526733,0.29212501645088196,0.9966673851013184,0.6165650486946106,0.30014145374298096,0.9957316517829895,0.6169355511665344,0.3046301007270813,0.9946240782737732,0.6286959648132324,0.25841790437698364,0.9991477131843567,0.634850263595581,0.307264506816864,0.9971898198127747,0.5986059904098511,0.28516942262649536,0.8048684597015381,0.6188033819198608,0.339375376701355,0.2835000455379486,0.5693448781967163,0.3000478446483612,0.7108473777770996,0.5880835652351379,0.32494571805000305,0.44995564222335815,0.563411295413971,0.3010466992855072,0.6863264441490173,0.5804358720779419,0.3223622739315033,0.4772171974182129,0.5634570121765137,0.3095232844352722,0.6794989109039307,0.5799804925918579,0.31779608130455017,0.48288780450820923,0.5670241117477417,0.30096176266670227,0.6325183510780334,0.5828408598899841,0.316173791885376,0.4667487144470215,0.7104910612106323,0.32211098074913025,0.9996008276939392,0.6950467228889465,0.35674405097961426,0.9994750618934631,0.7540358304977417,0.33908548951148987,0.7773470878601074,0.6628330945968628,0.421342670917511,0.4682539999485016,0.7066947221755981,0.38769230246543884,0.6225025653839111,0.7033599615097046,0.39505818486213684,0.4823146462440491,0.7050186395645142,0.37954089045524597,0.6435236930847168,0.7057852745056152,0.3833343982696533,0.505639910697937,0.7005578279495239,0.42615264654159546,0.6179748773574829,0.7112593054771423,0.42030566930770874,0.5170666575431824
149,0.6123296022415161,0.30815786123275757,0.9962512254714966,0.608711838722229,0.2994682788848877,0.9966795444488525,0.6092844605445862,0.29639217257499695,0.9968045353889465,0.609115719795227,0.29445981979370117,0.9968971610069275,0.6092953085899353,0.30236345529556274,0.9960267543792725,0.609348714351654,0.30259349942207336,0.9960432648658752,0.6093769669532776,0.30280208587646484,0.9965789318084717,0.6115043759346008,0.283491313457489,0.9974334239959717,0.6112183928489685,0.29208266735076904,0.9968636631965637,0.6178788542747498,0.30016350746154785,0.9959221482276917,0.6182572841644287,0.30433908104896545,0.994903028011322,0.6262789964675903,0.26014024019241333,0.9991981387138367,0.6307469010353088,0.2888822853565216,0.9973507523536682,0.6005847454071045,0.28962093591690063,0.8214799761772156,0.6184863448143005,0.31656116247177124,0.27392998337745667,0.5728398561477661,0.29981786012649536,0.7335206270217896,0.5886958837509155,0.32159143686294556,0.4571479558944702,0.5655181407928467,0.30151912569999695,0.7092822194099426,0.5827143788337708,0.3205793797969818,0.4828697741031647,0.565628707408905,0.30922240018844604,0.702517569065094,0.578533411026001,0.31144458055496216,0.48932093381881714,0.5693191289901733,0.2992495596408844,0.6567198038101196,0.5824841260910034,0.31616491079330444,0.4749346673488617,0.7050850987434387,0.3242174983024597,0.9996236562728882,0.6954734921455383,0.34568077325820923,0.9995135068893433,0.7324039340019226,0.3459516167640686,0.7949007153511047,0.672146201133728,0.4081326425075531,0.5015332698822021,0.7036773562431335,0.3869144022464752,0.6177731156349182,0.704438328742981,0.39651158452033997,0.5020838379859924,0.6991568803787231,0.3813205659389496,0.6338511109352112,0.7025600671768188,0.3856593668460846,0.5279013514518738,0.6974955797195435,0.4163845479488373,0.6139946579933167,0.708639919757843,0.41929516196250916,0.5354989171028137
150,0.61458420753479,0.30851805210113525,0.9965348839759827,0.609345555305481,0.30134350061416626,0.996959388256073,0.6095147132873535,0.2994125485420227,0.9970585703849792,0.6096590161323547,0.2978273034095764,0.9971607327461243,0.6093894243240356,0.30274513363838196,0.996357262134552,0.6094943284988403,0.30262500047683716,0.9963381886482239,0.6094582676887512,0.3027207553386688,0.9968519806861877,0.6117755770683289,0.28549396991729736,0.9976190328598022,0.6117026805877686,0.2915145754814148,0.9971069693565369,0.619507908821106,0.30230197310447693,0.9962272644042969,0.6196658611297607,0.30456510186195374,0.9953159689903259,0.6275874376296997,0.2738591432571411,0.9992620348930359,0.6317564249038696,0.2803882658481598,0.9975707530975342,0.6045299768447876,0.30453523993492126,0.8372462391853333,0.6186386346817017,0.3104877173900604,0.26678070425987244,0.5722008943557739,0.31618571281433105,0.7576074004173279,0.5924299359321594,0.32221871614456177,0.46757185459136963,0.5648277997970581,0.3223521411418915,0.7347972393035889,0.587212085723877,0.3209606409072876,0.49421587586402893,0.5647062659263611,0.322200208902359,0.728363573551178,0.5840573906898499,0.316275030374527,0.5018298625946045,0.5656797289848328,0.32070934772491455,0.6847061514854431,0.5859283804893494,0.32002323865890503,0.4888550341129303,0.7047296166419983,0.3303319215774536,0.9996568560600281,0.6983953714370728,0.3381134867668152,0.9995564818382263,0.6902881264686584,0.36922746896743774,0.8120099306106567,0.6695004105567932,0.38742730021476746,0.5031640529632568,0.7011908292770386,0.39859527349472046,0.6357769966125488,0.7006775140762329,0.40387001633644104,0.5144205689430237,0.6948601007461548,0.394695907831192,0.6497260332107544,0.7047820687294006,0.40060707926750183,0.5427123308181763,0.6933934092521667,0.42185178399086,0.632282555103302,0.7040716409683228,0.4295831322669983,0.5534425377845764
151,0.6148775219917297,0.3069612383842468,0.9967535138130188,0.6099914312362671,0.3007553219795227,0.9971895813941956,0.6101306676864624,0.299265593290329,0.997247040271759,0.6101897954940796,0.29777929186820984,0.9973750114440918,0.610110878944397,0.30141621828079224,0.9966375827789307,0.6101772785186768,0.3007773756980896,0.9965707659721375,0.6101621389389038,0.30018168687820435,0.9970871210098267,0.6119487881660461,0.28499385714530945,0.997753918170929,0.6120589971542358,0.2882503569126129,0.997285783290863,0.6195946931838989,0.30171817541122437,0.9964450001716614,0.6197824478149414,0.30295610427856445,0.9956609010696411,0.6259602904319763,0.27420684695243835,0.9993038177490234,0.6311330795288086,0.27516940236091614,0.9977725148200989,0.6092289686203003,0.3020426332950592,0.8483451008796692,0.6191161274909973,0.31246820092201233,0.26924559473991394,0.578384280204773,0.3016050457954407,0.7714715600013733,0.5931363105773926,0.32256466150283813,0.48140501976013184,0.5700205564498901,0.30014538764953613,0.7458996176719666,0.5879769325256348,0.322771281003952,0.5034967064857483,0.5704683065414429,0.29761287569999695,0.7387318015098572,0.5855376124382019,0.319242000579834,0.5114734768867493,0.5737521052360535,0.3004034161567688,0.6949315071105957,0.5874717235565186,0.32132431864738464,0.4992498755455017,0.699221670627594,0.3308281898498535,0.9996795058250427,0.6971027851104736,0.33444803953170776,0.9995930194854736,0.6851123571395874,0.3725495934486389,0.8282269239425659,0.667140543460846,0.38646137714385986,0.5212842226028442,0.6884438395500183,0.4030363857746124,0.6515305042266846,0.6982483863830566,0.4131008982658386,0.5372571349143982,0.6878530979156494,0.4009472727775574,0.6573848724365234,0.7008845806121826,0.4153873324394226,0.5621740818023682,0.684128999710083,0.4260266125202179,0.6459193825721741,0.7031090259552002,0.43351492285728455,0.576875627040863
152,0.6089504957199097,0.3064907491207123,0.9970431923866272,0.6041789054870605,0.30051735043525696,0.9974470138549805,0.6040521264076233,0.2991847097873688,0.9974915385246277,0.6039706468582153,0.2976326048374176,0.9976164698600769,0.604663610458374,0.30070698261260986,0.9969518184661865,0.6048371195793152,0.29983147978782654,0.9968803524971008,0.6050266623497009,0.29894062876701355,0.9973567724227905,0.605050802230835,0.284856379032135,0.997941792011261,0.6072310209274292,0.2867015302181244,0.997530460357666,0.6113699078559875,0.299123078584671,0.996650755405426,0.6114650964736938,0.3001271188259125,0.9959849715232849,0.6168633103370667,0.27778175473213196,0.9993655681610107,0.6318463087081909,0.2748298645019531,0.9979686141014099,0.5903355479240417,0.3006880581378937,0.8595778346061707,0.6476409435272217,0.31043750047683716,0.25735750794410706,0.5646082162857056,0.30184102058410645,0.790736973285675,0.6409779787063599,0.3300624191761017,0.468623548746109,0.557296633720398,0.30250248312950134,0.7658359408378601,0.6411288976669312,0.3337038457393646,0.4917188584804535,0.5574192404747009,0.2991769313812256,0.7587787508964539,0.63759446144104,0.33362260460853577,0.4997119605541229,0.5618115663528442,0.30067142844200134,0.7167478799819946,0.6373894214630127,0.3331131041049957,0.48815327882766724,0.6914176344871521,0.3310889005661011,0.9997049570083618,0.6943504214286804,0.33144134283065796,0.9996277689933777,0.6662849187850952,0.36902445554733276,0.8419187068939209,0.6611508131027222,0.39218854904174805,0.542945146560669,0.6733947396278381,0.40108728408813477,0.665830671787262,0.6947476863861084,0.4116385877132416,0.5608919262886047,0.6757091283798218,0.3967053294181824,0.6689303517341614,0.6997336149215698,0.4110657870769501,0.5837251543998718,0.6681704521179199,0.42050328850746155,0.6652754545211792,0.6951783895492554,0.429514616727829,0.6054975986480713
153,0.5968113541603088,0.31177493929862976,0.9973206520080566,0.5920842289924622,0.3057769238948822,0.9976862668991089,0.5918393135070801,0.3043435513973236,0.9977238774299622,0.5916364789009094,0.3027132749557495,0.9978408217430115,0.592881441116333,0.30617907643318176,0.9972415566444397,0.5931568741798401,0.3051275610923767,0.9971721768379211,0.5934610962867737,0.3040562868118286,0.9976061582565308,0.5932294726371765,0.28880107402801514,0.9981199502944946,0.595899760723114,0.2897935211658478,0.9977611899375916,0.6021357774734497,0.30234381556510925,0.9969367980957031,0.6024835109710693,0.3028623163700104,0.996344268321991,0.6063903570175171,0.276790589094162,0.9994257688522339,0.6237077116966248,0.2789974510669708,0.9981623888015747,0.5913902521133423,0.2835477292537689,0.8715781569480896,0.6525682210922241,0.30648598074913025,0.2571467459201813,0.5642964839935303,0.28772324323654175,0.8102244734764099,0.6716674566268921,0.32938602566719055,0.4617690443992615,0.5572949051856995,0.28655949234962463,0.7869534492492676,0.6785894632339478,0.3312501609325409,0.48353052139282227,0.5571253299713135,0.28580087423324585,0.7801654934883118,0.6767460107803345,0.331379234790802,0.4918711185455322,0.5611037015914917,0.28810733556747437,0.740240216255188,0.6744769215583801,0.330597460269928,0.4803076386451721,0.6839342713356018,0.3294895887374878,0.9997314214706421,0.6842736005783081,0.3306279480457306,0.9996600151062012,0.6695181131362915,0.367538183927536,0.8549816608428955,0.6543234586715698,0.3875056803226471,0.5610982775688171,0.677471399307251,0.3878747820854187,0.6842968463897705,0.6907823085784912,0.398857444524765,0.5742145776748657,0.6794147491455078,0.3818610608577728,0.6862910389900208,0.6981304287910461,0.39530470967292786,0.5997140407562256,0.6763060092926025,0.41042858362197876,0.6873359084129333,0.6950590014457703,0.4274427592754364,0.6276817321777344
154,0.5981990694999695,0.30662816762924194,0.9973921775817871,0.5944782495498657,0.30184683203697205,0.9977965354919434,0.594413161277771,0.3007551431655884,0.9977942705154419,0.5943630933761597,0.2993046045303345,0.9979529976844788,0.5948165655136108,0.3020314574241638,0.997367262840271,0.5949416756629944,0.3009500205516815,0.9971868991851807,0.5950847268104553,0.2998582124710083,0.9976361989974976,0.5962567925453186,0.2862814664840698,0.9981440901756287,0.5972938537597656,0.2872365713119507,0.9976890683174133,0.601779580116272,0.29837605357170105,0.9970163106918335,0.604138195514679,0.3004639446735382,0.9964423179626465,0.6107812523841858,0.27429601550102234,0.9994522333145142,0.6181418895721436,0.2733045816421509,0.9981927871704102,0.5828038454055786,0.2851381003856659,0.8827196955680847,0.6002761721611023,0.29168468713760376,0.24838215112686157,0.558107316493988,0.2906113862991333,0.826144278049469,0.5696943402290344,0.2943704426288605,0.47446298599243164,0.5506321787834167,0.29193609952926636,0.8038652539253235,0.5650335550308228,0.29326334595680237,0.49714815616607666,0.5497347712516785,0.2911008298397064,0.7972292304039001,0.5631153583526611,0.2983785569667816,0.5054993033409119,0.553429126739502,0.2910138666629791,0.7583975195884705,0.5643442869186401,0.29852744936943054,0.4958330988883972,0.6860924959182739,0.3245662748813629,0.9997363686561584,0.6838127970695496,0.3201415240764618,0.9996510148048401,0.6772707104682922,0.36320948600769043,0.8604926466941833,0.654743492603302,0.35078224539756775,0.5355520248413086,0.6787829399108887,0.3877272605895996,0.6895164251327515,0.685602605342865,0.3881549537181854,0.5555610656738281,0.6805829405784607,0.3831624388694763,0.6902873516082764,0.6939150094985962,0.3883804380893707,0.5894680619239807,0.6715508699417114,0.40681028366088867,0.6923737525939941,0.6834186315536499,0.4190467298030853,0.6158764958381653
155,0.5987085103988647,0.3035163879394531,0.9974680542945862,0.5948152542114258,0.3003433346748352,0.9978877305984497,0.5948299169540405,0.29997357726097107,0.9978340864181519,0.5948618650436401,0.2991347312927246,0.9980366826057434,0.5948649048805237,0.2992681860923767,0.9975007176399231,0.5949235558509827,0.2978629767894745,0.9972688555717468,0.5949994325637817,0.2964317202568054,0.9977198243141174,0.596881628036499,0.28730055689811707,0.998149573802948,0.5971037149429321,0.28580933809280396,0.9976751208305359,0.6026667356491089,0.2983897626399994,0.997151255607605,0.6033129096031189,0.2988831102848053,0.9966208934783936,0.6109354496002197,0.28083738684654236,0.9994603991508484,0.6156560182571411,0.26746150851249695,0.9982526898384094,0.58184415102005,0.28592172265052795,0.8916658759117126,0.5927143096923828,0.26958584785461426,0.2598349452018738,0.5546979308128357,0.29061511158943176,0.8392893075942993,0.5588822364807129,0.2791159749031067,0.5094269514083862,0.548355758190155,0.2929173707962036,0.8181506395339966,0.553339958190918,0.2781839370727539,0.5303534865379333,0.5471667051315308,0.2905826270580292,0.811642050743103,0.5510038137435913,0.2817336916923523,0.5382086634635925,0.5499075651168823,0.2901265323162079,0.7738777995109558,0.5531454682350159,0.2839184105396271,0.5284478068351746,0.6831151247024536,0.3242000937461853,0.9997548460960388,0.6817904710769653,0.31990790367126465,0.9996739029884338,0.7034055590629578,0.3590438961982727,0.8712239861488342,0.6765589118003845,0.3703139126300812,0.5581226944923401,0.6793993711471558,0.3916272819042206,0.6972890496253967,0.6861951351165771,0.39019763469696045,0.5550187826156616,0.680530846118927,0.3913132846355438,0.6921230554580688,0.6899600028991699,0.39144593477249146,0.6005029678344727,0.6727832555770874,0.41140106320381165,0.6938066482543945,0.6843186616897583,0.4193273186683655,0.6158472895622253
156,0.5997205972671509,0.28153613209724426,0.9975314736366272,0.595775306224823,0.2761315107345581,0.9979643225669861,0.5959641337394714,0.27447426319122314,0.9978741407394409,0.596160352230072,0.27272146940231323,0.9981090426445007,0.5953556299209595,0.278879314661026,0.9975972771644592,0.5952279567718506,0.2791779935359955,0.9973187446594238,0.5951090455055237,0.2794288098812103,0.9977984428405762,0.5983299016952515,0.2655428647994995,0.998127818107605,0.5970242619514465,0.27459558844566345,0.9976131916046143,0.604163408279419,0.2788718640804291,0.9971867203712463,0.6039155125617981,0.2823927700519562,0.9966582655906677,0.6116268634796143,0.26230692863464355,0.9993937611579895,0.6121224761009216,0.26972728967666626,0.998274564743042,0.5850805640220642,0.26872867345809937,0.8979443907737732,0.5919105410575867,0.28199177980422974,0.29851266741752625,0.556148886680603,0.2775857746601105,0.8478810787200928,0.5560398697853088,0.2794910967350006,0.5430365204811096,0.5494346022605896,0.27961432933807373,0.8266384601593018,0.5495408177375793,0.27833279967308044,0.5593497157096863,0.5490629076957703,0.2784768342971802,0.8195822238922119,0.5488313436508179,0.2791752815246582,0.566512942314148,0.5509929656982422,0.2786118984222412,0.7814462184906006,0.551714301109314,0.28004366159439087,0.556071937084198,0.6794775724411011,0.31414109468460083,0.9997585415840149,0.6743048429489136,0.3164043724536896,0.9996856451034546,0.6666605472564697,0.3322383761405945,0.8784960508346558,0.6568461656570435,0.3597669303417206,0.5639025568962097,0.6679192781448364,0.38873201608657837,0.722379744052887,0.6810864806175232,0.39266282320022583,0.5831636190414429,0.6690043210983276,0.3907429873943329,0.7160523533821106,0.6867634057998657,0.3921917676925659,0.6248759031295776,0.6641074419021606,0.4113588035106659,0.7185016870498657,0.6817344427108765,0.42343318462371826,0.6413479447364807
157,0.6003937721252441,0.27498090267181396,0.996394157409668,0.5961000919342041,0.27117690443992615,0.9970986843109131,0.5960638523101807,0.27077722549438477,0.9969552159309387,0.5960442423820496,0.2703622579574585,0.9972617626190186,0.5962281823158264,0.27048081159591675,0.9967886209487915,0.5962958335876465,0.26954543590545654,0.9963589906692505,0.5963724851608276,0.268512487411499,0.9969034194946289,0.5977555513381958,0.26561006903648376,0.9968401193618774,0.5983692407608032,0.2630859911441803,0.9965405464172363,0.6042535901069641,0.275327205657959,0.9954885244369507,0.6045632362365723,0.2748934328556061,0.9952354431152344,0.6083571910858154,0.26477640867233276,0.9992976188659668,0.6142094135284424,0.259351909160614,0.9983024597167969,0.5838896036148071,0.27499082684516907,0.8935794234275818,0.5991049408912659,0.2610764801502228,0.2968440651893616,0.5536053776741028,0.2782144248485565,0.8473272323608398,0.5686870813369751,0.2642526626586914,0.5576409101486206,0.5472555160522461,0.27739784121513367,0.8274916410446167,0.5546747446060181,0.26711273193359375,0.5763201713562012,0.547224223613739,0.2754443287849426,0.8202775716781616,0.5544334650039673,0.2682586908340454,0.5836576223373413,0.5509001612663269,0.2734798789024353,0.7807292938232422,0.5556815266609192,0.2693217694759369,0.5702126622200012,0.6754533052444458,0.316439151763916,0.9997699856758118,0.6785761117935181,0.3063092529773712,0.9997077584266663,0.6373388171195984,0.3321412205696106,0.8862408399581909,0.6578423976898193,0.3574714958667755,0.5854860544204712,0.6387399435043335,0.3838239014148712,0.7439422011375427,0.6826766729354858,0.3976041078567505,0.6145469546318054,0.6414169073104858,0.38806042075157166,0.7363680005073547,0.6877163648605347,0.4017007648944855,0.651799201965332,0.6299542188644409,0.4011528789997101,0.7392615079879761,0.6830607056617737,0.4269096255302429,0.6665850877761841
158,0.6000627875328064,0.27735206484794617,0.9964642524719238,0.5964315533638,0.27381452918052673,0.9971616864204407,0.5965023040771484,0.2736542820930481,0.9970062971115112,0.5965878963470459,0.2735139727592468,0.9973118901252747,0.5962289571762085,0.2723240256309509,0.9968496561050415,0.5961970090866089,0.2710643708705902,0.9964218735694885,0.5961794257164001,0.2697019875049591,0.996944785118103,0.5986722707748413,0.26849597692489624,0.9966858625411987,0.598281741142273,0.26301029324531555,0.9965116381645203,0.603903591632843,0.27754712104797363,0.9955379366874695,0.6038312315940857,0.2763393521308899,0.9953946471214294,0.6104475855827332,0.27278706431388855,0.9993146657943726,0.6104502081871033,0.25265058875083923,0.9984081387519836,0.5853122472763062,0.27782317996025085,0.8994382619857788,0.5873824954032898,0.2551720440387726,0.30917730927467346,0.5536413192749023,0.275739848613739,0.8551337122917175,0.5565909743309021,0.26020416617393494,0.5892431735992432,0.5454325079917908,0.27626150846481323,0.8358442783355713,0.548017144203186,0.2619967758655548,0.6080586314201355,0.5464233160018921,0.271411269903183,0.8287816643714905,0.547796368598938,0.2637639045715332,0.6154685020446777,0.5498369336128235,0.27128466963768005,0.7890352010726929,0.5497328042984009,0.26391905546188354,0.6010871529579163,0.6750651597976685,0.3179343044757843,0.9997887015342712,0.6753146648406982,0.29635825753211975,0.9997289776802063,0.6469900608062744,0.358345627784729,0.8914210200309753,0.6502584218978882,0.3455079197883606,0.5551799535751343,0.6551981568336487,0.3985346555709839,0.7599517107009888,0.6768540143966675,0.39384129643440247,0.6110323667526245,0.6560600996017456,0.398097962141037,0.7525611519813538,0.6835253834724426,0.3980879783630371,0.6514789462089539,0.6369853019714355,0.42058131098747253,0.7550173401832581,0.6742967367172241,0.4262993633747101,0.665673017501831
159,0.5965853333473206,0.2763459384441376,0.9960225820541382,0.5920840501785278,0.27191826701164246,0.9969318509101868,0.591934084892273,0.271448016166687,0.996792197227478,0.591820478439331,0.2709885835647583,0.9970645308494568,0.5925304293632507,0.2714851498603821,0.996523916721344,0.5926973819732666,0.27070626616477966,0.9960381984710693,0.5928797721862793,0.26985061168670654,0.9965633153915405,0.5929895639419556,0.26616474986076355,0.9965546727180481,0.5947421789169312,0.2638762891292572,0.9962685108184814,0.5999422073364258,0.2765253782272339,0.9953045845031738,0.6004536151885986,0.2761858403682709,0.9948816895484924,0.6032291054725647,0.27108246088027954,0.9993554353713989,0.611676037311554,0.2573225796222687,0.9985307455062866,0.5938178896903992,0.27560359239578247,0.8881393671035767,0.6067255139350891,0.24990861117839813,0.32438600063323975,0.5576131343841553,0.2687240242958069,0.8540500402450562,0.5888961553573608,0.23816396296024323,0.5996972918510437,0.5532453656196594,0.2657475471496582,0.8369501829147339,0.5857560634613037,0.23286080360412598,0.6192910075187683,0.5542231798171997,0.2636181712150574,0.8299551010131836,0.5812366604804993,0.2347884327173233,0.6257988214492798,0.5606061220169067,0.2658274173736572,0.7868359684944153,0.5824874639511108,0.2377309948205948,0.6074119806289673,0.6688181161880493,0.3147162199020386,0.999806821346283,0.6732934713363647,0.3048863410949707,0.9997541904449463,0.6329637765884399,0.32584264874458313,0.898249089717865,0.6659417748451233,0.383566290140152,0.5948627591133118,0.6382995843887329,0.3662301301956177,0.773840606212616,0.6816139221191406,0.4098362922668457,0.6463284492492676,0.6404915452003479,0.3664190471172333,0.7681191563606262,0.6941328644752502,0.4080183207988739,0.6815899610519409,0.632343053817749,0.389112651348114,0.7721190452575684,0.689193069934845,0.4314797818660736,0.6958072781562805
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.6161010265350342,0.27561864256858826,0.995743989944458,0.6126219034194946,0.27429723739624023,0.9965528249740601,0.610699474811554,0.2740684747695923,0.9963616728782654,0.6087961196899414,0.2738431692123413,0.9966270923614502,0.617704451084137,0.2738228440284729,0.9959279894828796,0.6194720268249512,0.273263156414032,0.9952424764633179,0.6212874054908752,0.2726876735687256,0.9956808686256409,0.6067491173744202,0.27268195152282715,0.995914876461029,0.6242798566818237,0.27073779702186584,0.9935917854309082,0.6144168972969055,0.2754362225532532,0.9952666163444519,0.6199793219566345,0.2750559449195862,0.9946983456611633,0.597786009311676,0.27121007442474365,0.9994159936904907,0.6470787525177002,0.27281373739242554,0.9986734390258789,0.567422091960907,0.26422369480133057,0.8972592949867249,0.6657043099403381,0.2884294092655182,0.3657510578632355,0.5485121011734009,0.2632949948310852,0.8655030131340027,0.6550685167312622,0.3113604784011841,0.5918884873390198,0.5385486483573914,0.2595072388648987,0.8463685512542725,0.6537938117980957,0.3145774006843567,0.5951460599899292,0.539339005947113,0.25775277614593506,0.8401612639427185,0.6493378281593323,0.315702885389328,0.5999837517738342,0.5433303713798523,0.25693875551223755,0.7965791821479797,0.6486798524856567,0.3145694136619568,0.5818741321563721,0.6117826104164124,0.3520728051662445,0.9998257756233215,0.6333550214767456,0.35443687438964844,0.9997783303260803,0.6540208458900452,0.28584128618240356,0.8334788084030151,0.6589822173118591,0.3093973994255066,0.6156737208366394,0.6731660962104797,0.32630184292793274,0.7189037799835205,0.6638184785842896,0.33471643924713135,0.6268565654754639,0.67378169298172,0.33512502908706665,0.7235261797904968,0.6626317501068115,0.343633770942688,0.6714541912078857,0.6853295564651489,0.32519590854644775,0.7150874733924866,0.6739360094070435,0.3241775631904602,0.6559190154075623
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
